comments,sentiment
"['опайный', 'ксенос', 'тяночка']",1
"['тупой', 'довераст', 'извращуг', 'портить', 'атмосфера']",0
['шикарно'],1
"['импить', 'одобрять']",1
"['шедоусан', 'форсайт']",0
['блесседой'],0
"['арт', 'неозаботить', 'автор', 'ставить', 'такой']",1
"['сераса', 'вика', 'обратно', 'терра']",0
"['интересно', 'душнил', 'гримдурка', 'невыносимый', 'дрочильный', 'арт', 'добрый']",1
"['тауснить', 'млекопитающее', 'нака', 'сися', 'член', 'пририсовать']",0
"['новый', 'год']",0
['понять'],0
"['сердечно', 'благодарить', 'дорогой', 'редакция', 'содержательный', 'контент', 'который', 'лихва', 'искупать', 'наличие', 'несодержательный', 'живить', 'долго', 'богато', 'имя', 'император']",0
"['наверное', 'понять', 'интересный', 'тау', 'это', 'трансформера', 'прон', 'они', 'выглядеть', 'менее', 'реалистично']",1
"['год', 'скавена', 'катиться', 'варповой', 'бабушка', 'наступать', 'год', 'бестигор', 'минотавр', 'посон']",0
"['новый', 'год']",0
"['пособие', 'это', 'ересь', 'радикал']",0
"['эй', 'промахнуться']",0
"['эх', 'язык', 'иностранный', 'знать', 'доводить']",0
"['всеотец', 'это', 'также', 'прекрасно']",1
"['понятно', 'ооооочень', 'интересно']",0
"['лажа', 'поговорить', 'разойтись']",1
"['версия', 'альфабусы']",1
['фаворит'],0
"['жирный', 'баба', 'фу', 'мерзот']",0
"['отсылка', 'маунтина', 'пайн', 'священный', 'грааль', 'это', 'прекрасно']",1
"['объяснить', 'вакханалия', 'происходить', 'третий', 'минька', 'выглядеть', 'крайне', 'всрато']",0
['заслуженно'],0
"['тянка', 'крутой', 'пицца', 'пепперони']",1
"['осколок', 'дракон', 'пустота', 'действительно', 'сделать', 'желать', 'время', 'заиметь', 'игра', 'коллекция']",1
"['дракон', 'пустота', 'целиком', 'марс', 'спать', 'вроде', 'время', 'война', 'небо', 'залпом', 'чернокаменнка', 'флот', 'эльдар', 'баинька', 'отправить']",0
"['небольшой', 'ошибка', 'правильный', 'гхаскулла', 'мак', 'урука', 'тхрак']",1
"['дед', 'мороз', 'который', 'заслужить']",1
"['гифка', 'даркхолм', 'вести', 'свой', 'поводок']",0
"['сзади', 'калика']",1
"['нужный', 'караван', 'нургнуть']",1
"['это', 'прекрасно']",1
"['демон', 'приносить', 'мы', 'стафа', 'бодрящий', 'демон', 'стафа', 'настоящий']",1
"['варпа', 'всплакнуть', 'фулгрим']",0
"['орк', 'ждать', 'свой', 'час', 'пока', 'меганубова', 'клеить', 'красота']",0
"['будить', 'ксенофил']",1
"['понимать', 'обязательный', 'пункт', 'приём', 'работа', 'гв', 'это', 'фетиш', 'лысый', 'баба']",1
"['это', 'сегодня']",1
"['комп', 'игра', 'сделать', 'фигурка', 'это', 'рофл']",0
"['обычный', 'маршрутка', 'щёлковский', 'балашиха', 'пятница']",1
"['думать', 'это', 'чей', 'крутой', 'конверсия', 'это', 'официальный', 'модель', 'ава', 'слаанеш']",1
"['бодипозитивный', 'главарь', 'человек', 'доводить']",0
"['имя', 'общий', 'благо', 'ня']",1
"['тест', 'ксенофилия']",1
"['ппц', 'вымя', 'ужос', 'большой', 'добро']",1
"['нажраться', 'оливье']",1
"['слаанешитский', 'лорд', 'огонь', 'вообще', 'интересно', 'новый', 'слаанешить', 'обозначить', 'владыка', 'чревоугодие', 'чревоугодие', 'шесть', 'соблазн', 'слаанеш', 'сигваля', 'однозначно', 'тщеславие', 'ждать', 'лорд', 'похоть', 'жадность', 'понять', 'точно', 'последний', 'обозначить']",1
"['напомнить', 'видос', 'тони']",0
"['явно', 'таусосать']",0
"['практически', 'понятно', 'перевод', 'интересный']",0
['дело'],0
"['кхм', 'тацсасатт']",1
"['член', 'забыть', 'дорисовать']",0
"['повелитель', 'ужин', 'ужас', 'зачеркнуть']",0
['орден'],0
"['туда', 'воевать', 'вроде', 'сзади', 'ломиться']",1
"['какой', 'нургятский', 'культистовый', 'выпиливать']",0
['погнуть'],0
"['новый', 'год']",0
"['косяк', 'фотка', 'примариса', 'пикча', 'находиться', 'альбом', 'астартёс']",0
"['варповыя', 'тентакли', 'голова', 'приходить', 'очевидный', 'способ', 'использование']",1
"['говорить', 'тс', 'тащить', 'артефакт', 'знание', 'который', 'мочь', 'дотянуться', 'пасть', 'сторона', 'тзинч', 'видно', 'самый', 'опасный', 'штукт', 'искренне', 'желать', 'уничтожить']",0
"['пентаграмматический', 'саладовый', 'пятисторонний', 'бувигер', 'гло', 'кай', 'ку', 'здра', 'ште', 'к', 'будлан', 'ла', 'бо', 'кра', 'курдить', 'чит', 'бокрёнок']",1
"['баржа', 'перевозить', 'антипсайкерский', 'вооружение', 'пропасть', 'вести', 'тёмный', 'ангел', 'альфа', 'легион', 'дико', 'орать', 'унисон', 'визг', 'гвардия', 'смерть']",0
"['комментарий', 'очевидный']",1
"['читать', 'пси', 'резиновый', 'тентакли']",1
"['остановить', 'буллинга']",0
"['вопрос', 'заступник', 'болт', 'винтовка', 'бегать', 'откуда', 'плазма']",1
"['простить', 'высокий', 'готика', 'говорить', 'читать', 'ждать', 'перевод']",0
"['это', 'тип', 'пария']",1
"['наверное', 'удобно', 'метровый', 'железка', 'махать', 'коридор']",0
"['омниссия', 'смотреть', 'пикт']",1
"['сороритка', 'механикум', 'свита', 'инквизитор']",1
"['собственно', 'фракция', 'который', 'выходить', 'минька', 'это', 'сникпик', 'дикпик', 'кроме', 'астартёс']",1
"['наш', 'онемэ']",1
['аниме'],1
"['великий', 'бог', 'машина', 'благословить', 'пергамент']",0
"['культ', 'механикус', 'одобрять', 'плотский', 'удовольствие']",0
"['чибить', 'дорн', 'похожий', 'самовар', 'русс', 'морда', 'пустить', 'свой', 'волков', 'любимый', 'библиотека', 'маг']",1
"['дорн', 'такой', 'няшечка']",0
"['удивлённый', 'никто', 'пошутить', 'аббадон', 'рисовка']",0
"['девочка', 'первый', 'кадр']",0
"['это', 'старен', 'отряд', 'интерцессор', 'тактикал', 'серж', 'силовой', 'хеллбластер', 'включить']",0
"['фуля', 'забыть']",0
"['один', 'русс', 'напомнить', 'эдвард', 'стальной', 'алхимик']",0
"['злой', 'девчонка', 'первый', 'пикт']",0
"['нужный', 'чибить', 'корвус']",1
"['фишка', 'отсутствие', 'именно', 'плечо']",0
"['похитить', 'жизненный', 'сила', 'вливаться', 'обратно', 'душа', 'боец']",0
"['статья', 'любимый', 'повелитель', 'ночь']",1
